0.000000000	n
0.195918367	s:acousticguitar
10.726530612	s:electricbass
12.806507936	m
17.208208616	b
17.631700680	m
21.574399092	b
22.357709750	m
26.855011337	b
27.216893424	m
30.951791383	b
32.023605442	m
36.320702947	b
36.778004535	m
40.798004535	b
41.621904761	m
45.950589569	b
46.429206349	m
49.967891156	b
51.124399092	m
59.915306122	b
60.837097505	m
64.998594104	b
65.613401360	m
70.033401360	b
70.391201814	m:withm
71.955600907	b
72.197709750	m:withm
72.585691609	b
72.844603174	m:withm
74.870702947	b
75.129092970	m:withm
77.448798185	b
77.652199546	m:withm
79.165192743	b
79.417097505	m
84.330997732	b
84.806598639	m
89.235691609	b
89.628798185	m:withm
91.148503401	b
91.435102040	m:withm
91.807891156	b
92.015306122	m:withm
93.969410430	b
94.427392290	m:withm
98.427006802	b
98.655691609	m
103.336009070	b
104.009002267	m
112.457006802	s:acousticguitar
118.208004535	m
122.710000000	b
123.217006802	m
126.730997732	b
128.031995464	m
132.447006802	b
132.760000000	m
136.649002267	b
137.580997732	m
141.899002267	b
142.381995464	m
146.320000000	b
147.240000000	m
151.635011337	b
151.981995464	m
155.628004535	b
156.781995464	m
165.480000000	b
166.436009070	m
170.812993197	b
171.200997732	m
175.738004535	b
176.080997732	m:withm
180.367006802	b
180.737006802	m:withm
182.317006802	b
182.591995464	m:withm
184.741995464	b
184.990000000	m
189.948004535	b
190.427006802	m
194.633990929	b
195.039002267	m:withm
196.795011337	b
197.027006802	m:withm
199.685011337	b
200.016009070	m:withm
204.071043083	m
208.903990929	b
209.593990929	m
218.315011337	s:acousticguitar
218.801632653	b
219.412312925	s:acousticguitar
221.808616780	b
222.471360544	s:acousticguitar
224.359297052	b
224.696507936	s:acousticguitar
226.609115646	b
226.856802721	s:acousticguitar
228.657120181	b
229.285442176	s:acousticguitar
230.358594104	b
230.614036281	s:acousticguitar
233.463990929	m
235.136009070	b
235.406009070	m
235.772993197	b
235.998004535	m
238.070000000	b
238.319002267	m
240.577006802	b
240.862993197	m
242.389002267	b
242.652993197	m
247.421995464	b
248.002993197	m
252.481995464	b
252.827006802	m:withm
254.330997732	b
254.622993197	m:withm
257.221995464	b
257.635011337	m:withm
261.541995464	b
261.836009070	m
266.678004535	b
267.221995464	m
276.051995464	s:acousticguitar
291.651405895	n
292.450566893	e
