0.000000000	e
14.608390022	m
16.571746031	b
17.115555555	m
19.123832199	b
19.664920634	m
21.425011337	b
21.900884353	m
24.057120181	b
24.498390022	m
26.399591836	b
27.002607709	m
28.908843537	b
29.273854875	m
32.985283446	b
34.547573696	m
36.318503401	b
36.940521541	m
38.807346938	b
39.184988662	m
42.696281179	b
44.070045351	m
46.347369614	b
46.577120181	m
48.779047619	b
49.251814058	m
53.661587301	b
53.881972789	m
56.042607709	b
56.330748299	m
58.677641723	b
59.077551020	m
63.688503401	s:synthesizer
67.941587301	b
68.627732426	s:synthesizer
70.217142857	b
71.084036281	s:synthesizer
73.395759637	m
75.155328798	b
75.882222222	m
77.858911564	b
78.380408163	m
80.286258503	b
80.711859410	m
82.814988662	b
83.255782312	m
85.173061224	b
85.742358276	m
87.836938775	b
88.087596371	m
91.902426303	b
93.367437641	m
95.389387755	b
95.782312925	m
97.593469387	b
97.958231292	m
101.554920634	b
102.867709750	m
104.974467120	b
105.283560090	m
107.610816326	b
108.042448979	m
117.508888888	b
117.794829931	m
122.450317460	s:synthesizer
126.595419501	b
127.331065759	s:synthesizer
131.608163265	b
132.104126984	m
134.170022675	b
134.705011337	m
136.655487528	b
137.081972789	m
138.988208616	b
139.533605442	m
141.650317460	b
142.065510204	m
144.092199546	b
144.395238095	m
146.656984126	b
146.876848072	m
150.466462585	b
152.059410430	m
154.025714285	b
154.587823129	m
156.379365079	b
156.773854875	m
160.160408163	b
161.684172335	m
166.505691609	b
166.884353741	m
167.694512471	b
167.996893424	m
171.137142857	b
171.418594104	m
176.309750566	b
176.668276643	m
177.513786848	b
177.818117913	m
181.063310657	s:synthesizer
185.426099773	b
186.150476190	s:synthesizer
187.869795918	b
188.666916099	s:synthesizer
190.258571428	b
191.089365079	s:synthesizer
195.100589569	b
195.926462585	s:synthesizer
197.673129251	b
198.380408163	s:synthesizer
200.085941043	b
206.514376417	n
208.465759637	e
