0.000000000	b
31.213106575	m
32.227891156	b
32.705510204	m
35.081791383	b
35.389206349	m
38.589795918	b
39.096689342	m
40.223605442	b
40.537891156	m
42.958707482	b
43.281904761	m
46.651791383	b
47.221292517	m
50.577097505	b
51.072199546	m
54.616394557	b
55.059909297	m
58.252698412	b
58.729795918	m
60.502607709	b
60.748888888	m
64.491405895	b
64.743809523	m:withm
71.838390022	b
72.054693877	m:withm
73.757210884	b
73.996507936	m:withm
76.100204081	b
76.467596371	m
81.496394557	b
88.159206349	m
89.401791383	b
89.754399092	m
92.058503401	b
92.396394557	m
94.635011337	b
94.862108843	m
95.723605442	b
96.143106575	m
99.899591836	b
100.289002267	m
103.770997732	b
104.260997732	m
107.660997732	b
108.135011337	m
111.680997732	b
112.110997732	m
115.326009070	b
115.780997732	m
117.525011337	b
117.790997732	m
121.472993197	b
121.770997732	m:withm
130.806009070	b
131.046009070	m:withm
133.183990929	b
133.530997732	m
138.726009070	s:electricguitar
161.191995464	m:withm
170.170000000	b
170.410997732	m:withm
172.507006802	b
172.831995464	m
176.379002267	b
176.900000000	m:withm
180.018004535	b
180.232993197	m:withm
188.227006802	b
188.591995464	m
192.800997732	b
222.752176870	n
224.216303854	e
