0.000000000	s:acousticguitar
10.888639455	f
13.228526077	b
14.214739229	f
16.068208616	b
17.249501133	f
21.887959183	b
23.307324263	f
25.478140589	b
26.256689342	f
28.037142857	b
28.930952380	f
34.305102040	b
36.747052154	f
39.729591836	b
40.147301587	f
41.948707482	b
42.791383219	f
45.700589569	b
46.104512471	f
47.990634920	b
48.738480725	f
64.439977324	b
66.009410430	f
71.656780045	b
71.926916099	f
77.436757369	b
78.016643990	f
83.334920634	b
84.010068027	f
91.518798185	b
92.273061224	f
96.091179138	b
96.850430839	s:acousticguitar
106.819478458	f
109.523401360	b
110.205578231	f
112.018458049	b
113.274512471	f
117.943129251	b
119.234467120	f
121.534036281	b
122.244172335	f
124.036938775	b
124.895147392	f
130.181700680	b
132.824376417	f
135.905918367	b
136.229727891	f
137.985804988	b
138.696530612	f
141.849841269	b
142.228571428	f
144.103560090	b
144.729977324	f
147.762721088	b
148.164535147	f
151.151020408	b
151.567256235	f
155.527256235	b
156.038480725	f
161.482290249	b
161.979115646	f
167.309387755	b
168.044195011	f
173.529455782	b
173.977528344	f
181.452131519	b
182.230204081	f
185.512108843	b
185.922176870	f
191.515487528	b
192.052244897	f
197.503265306	b
197.996326530	f
202.650612244	b
202.877777777	f:withf
208.462244897	b
210.042743764	f
215.566099773	b
215.973718820	f
221.313718820	b
222.035850340	f
227.443628117	b
227.962471655	f
235.392426303	b
236.234081632	f
240.355011337	b
240.806961451	s:acousticguitar
243.995668934	b
246.073469387	s:acousticguitar
254.534104308	n
255.775759637	e
