0.000000000	n
0.494104308	b
1.257142857	s:electricguitar
6.696553287	b
7.405419501	s:electricguitar
11.848140589	f
14.530612244	b
15.065306122	f
18.025396825	b
18.179591836	f
20.597528344	b
21.167346938	f
23.963151927	b
24.325804988	f
26.619750566	b
27.390839002	f
33.409795918	b
33.564807256	f
36.472743764	b
36.656281179	f
39.070476190	b
39.637165532	f
42.986303854	b
43.174603174	f
45.355623582	b
45.490793650	f
47.018503401	f:withg
49.493333333	g
50.859886621	f:withg
52.854421768	f
53.191111111	f:withg
55.667777777	g
55.846893424	f:withg
58.982766439	f
61.218639455	f:withg
61.717369614	g
67.357528344	f:withg
67.619410430	f
73.619070294	b
74.301655328	f
81.433265306	b
81.638458049	f
92.389637188	b
95.085714285	f
97.367868480	b
98.168163265	f
100.906213151	b
101.239002267	f
103.532086167	b
104.312743764	f
106.994036281	b
107.395192743	f
109.663356009	b
110.471836734	f
119.504399092	b
119.701768707	f
122.274535147	b
122.755192743	f
126.049523809	b
126.238185941	f
128.169682539	b
128.592585034	f
130.079455782	f:withg
132.768798185	g
133.893333333	f:withg
135.854013605	f
136.243990929	f:withg
138.765351473	g
139.003537414	f:withg
142.027755102	f
144.286145124	f:withg
144.997482993	g
150.468208616	f:withg
151.197845804	f
156.813061224	b
157.373242630	f
162.652879818	b
162.815419501	f
164.493877551	b
164.697959183	f
169.359183673	b
172.006258503	f
174.720952380	b
174.951020408	f
181.575510204	b
182.000000000	f
186.065306122	b
186.232653061	f
189.106122448	b
189.241564625	f
193.816326530	b
193.963265306	f
196.284512471	b
196.612244897	f
202.921904761	b
204.330498866	s:electricguitar
209.744535147	b
210.482539682	s:electricguitar
215.930612244	b
221.306122448	n
221.858684807	e
