0.000000000	b
16.256893424	f
17.378208616	b
18.834104308	f
20.618095238	b
24.345895691	f
25.387891156	b
26.966689342	f
28.749206349	b
30.043605442	f
30.659297052	b
32.560090702	f
33.580702947	b
35.085396825	f
36.937709750	b
40.674807256	f
41.701700680	b
43.139206349	f
45.063809523	b
46.180907029	f
47.070204081	b
48.226689342	f
50.003605442	b
50.361904761	f
52.055011337	b
52.355895691	f
54.100090702	b
54.385804988	f
55.735600907	b
56.350090702	f
57.562902494	b
58.484308390	f
59.726394557	b
60.182698412	f
61.871111111	b
62.432290249	f
64.646394557	b
65.096689342	f
68.395306122	b
68.612403628	f
72.652403628	b
73.224308390	f
81.264308390	b
82.886916099	r
89.467301587	f
90.352494331	b
92.059206349	f
93.854195011	b
97.484399092	f
98.577800453	b
100.170000000	f
101.996009070	b
103.230997732	f
103.919002267	b
105.780997732	f
106.735011337	b
108.105011337	f
110.269002267	b
113.891995464	f
114.941995464	b
116.415011337	f
118.347006802	b
121.428004535	f
125.232993197	b
125.580000000	f
128.950997732	b
129.615011337	f
130.739002267	b
131.695011337	f
132.840997732	b
133.419002267	f
135.285011337	b
135.683990929	f
137.796009070	b
138.294988662	f
141.622993197	b
141.835011337	f
145.865011337	b
146.433990929	f
149.748004535	b
149.971995464	f
154.150997732	b
154.559002267	f
162.206009070	b
162.678004535	f
165.950000000	b
166.216009070	f
169.918004535	b
170.856009070	f
174.023990929	b
174.400997732	f
178.422993197	b
178.971995464	f
182.139002267	b
182.520997732	f
186.602993197	b
187.120000000	f
190.441995464	b
190.665011337	f
194.721995464	b
195.246009070	f
198.517006802	b
198.752993197	f
204.416009070	b
222.630385487	n
223.967777777	e
