0.000000000	m
7.230136054	b
7.491609977	m
14.317596371	b
14.803197278	m
17.907301587	b
18.208594104	m
21.317097505	b
26.660589569	m
30.175102040	b
30.513106575	m
33.914308390	b
34.216893424	m
41.056893424	b
41.648503401	m
44.880589569	b
45.339591836	m
48.517392290	b
48.818594104	m
53.873809523	b
54.079092970	m
57.350907029	b
59.683197278	m
61.366303854	b
61.575510204	m
64.136893424	b
67.132108843	m
72.863310657	b
73.863106575	m:withm
81.101700680	b
81.331700680	m:withm
88.162789115	b
88.644195011	m:withm
91.753990929	b
92.051609977	m
95.137097505	b
100.743990929	m
104.080997732	b
104.450997732	m
107.769002267	b
108.137006802	m
116.525011337	b
118.932993197	m
123.253990929	b
126.320997732	m
131.850997732	b
132.940000000	m:withm
140.179002267	b
140.408004535	m:withm
147.237006802	b
147.789002267	m:withm
150.808004535	b
151.127006802	m
154.229002267	b
166.823990929	m
171.070997732	b
174.160997732	m
179.823990929	b
180.939002267	m:withm
195.276009070	b
195.750000000	m:withm
198.873990929	b
199.206009070	m:withm
202.620997732	b
203.137006802	m:withm
206.215011337	b
206.592993197	m
209.430997732	b
238.221541950	e
