0.000000000	p
3.436553287	m
3.766530612	s:electricguitar
25.286303854	b
25.819002267	f
27.474603174	b
29.822108843	f
33.343696145	b
34.729410430	f
36.333401360	b
38.909297052	f
42.245011337	b
43.840408163	f:withf
46.198594104	b
47.721111111	f
51.110408163	b
52.717709750	f:withf
54.633492063	b
54.931405895	f:withf
59.710702947	b
61.024308390	f
64.377324263	f:withf
65.059297052	b
65.481292517	f:withf
68.477097505	b
70.489795918	f
73.270997732	b
74.301405895	f
77.752108843	b
78.232993197	f:withf
79.870907029	b
80.453900226	f:withf
82.057505668	b
82.684399092	f:withf
86.662403628	b
87.121292517	f:withf
88.746394557	b
89.319410430	f:withf
90.952290249	b
91.526099773	f:withf
95.533605442	b
96.888707482	f
98.587210884	b
101.022993197	f
104.211995464	b
105.772993197	f
107.440997732	b
109.930997732	f
113.316009070	b
114.886009070	f:withf
117.281995464	b
118.795011337	f
122.171995464	b
123.793990929	f:withf
125.773990929	b
126.030997732	f:withf
131.043990929	b
132.049002267	f
135.453242630	f:withf
137.300997732	b
137.740000000	f:withf
139.672993197	b
141.527006802	f
144.514988662	b
145.382993197	f
148.800997732	b
149.340997732	f:withf
150.971995464	b
151.540000000	f:withf
153.037006802	b
153.790997732	f:withf
157.727006802	b
158.236009070	f:withf
159.850997732	b
160.380000000	f:withf
162.058004535	b
162.645011337	f:withf
166.626009070	b
167.713129251	s:synthesizer
184.174875283	s:electricguitar
202.152925170	b
203.146009070	f
206.466031746	f:withf
207.160997732	b
207.620997732	f:withf
210.540000000	b
212.603990929	f
215.510997732	b
216.395011337	f
219.816009070	b
220.426009070	f:withf
221.957006802	b
222.603990929	f:withf
224.212993197	b
224.829002267	f:withf
228.771995464	b
229.259002267	f:withf
230.890000000	b
231.492993197	f:withf
233.148004535	b
233.706009070	f:withf
237.708004535	b
238.178004535	f:withf
239.760997732	b
240.353990929	f:withf
242.030000000	b
242.573990929	f:withf
246.556009070	b
247.030997732	f:withf
248.645011337	b
249.239002267	f:withf
250.890997732	b
251.471995464	f:withf
255.458004535	b
255.941995464	f:withf
257.520997732	b
258.112993197	f:withf
259.828004535	b
260.360997732	f:withf
264.249002267	b
264.805011337	f:withf
266.273990929	b
267.028004535	f:withf
268.449002267	b
269.218004535	f:withf
273.167006802	b
273.667006802	f
275.130997732	b
275.881995464	f:withf
277.309002267	b
278.136009070	f:withf
280.127006802	b
282.429546485	n
284.992585034	e
