0.000000000	n
0.000000000	m:withm
2.677551020	b
13.964943310	g
17.265306122	b
19.365124716	g
22.538775510	b
24.669387755	g
28.083446712	b
30.019705215	g
33.458458049	b
34.587392290	m
39.021904761	b
39.862993197	m
43.092902494	b
45.257891156	m
49.922108843	b
50.582698412	m
54.262902494	b
54.568299319	m
56.793900226	b
57.485396825	m
60.536099773	b
60.980090702	m
64.924104308	b
66.643106575	m
69.968095238	b
71.509591836	m
75.576802721	b
76.296190476	m:withm
77.874693877	b
78.008163265	g
78.947006802	m:withg
81.090839002	m
81.564807256	b
82.325396825	m:withm
83.355102040	g
83.666394557	m:withmandg
85.593197278	g
86.555804988	b
86.961292517	m:withg
88.618503401	b
88.693877551	g
89.623401360	m:withg
91.780634920	m
92.206303854	b
92.989297052	m:withg
96.725691609	g
97.139591836	b
98.644104308	m
103.060000000	b
103.970997732	m
107.301995464	b
109.290997732	m
113.836009070	b
114.562993197	m
118.360997732	b
118.640000000	m
120.852993197	b
121.342993197	m
124.522993197	b
124.930000000	m
126.036009070	b
126.248004535	m
129.352993197	b
130.519002267	m
133.963990929	b
135.546009070	m
139.813990929	b
140.261995464	m:withm
141.903990929	b
142.012358276	g
142.899002267	m:withg
144.990136054	m
145.732993197	b
146.294988662	m:withm
147.365895691	m:withmandg
149.875011337	g
150.496530612	b
150.958004535	m:withm
152.677551020	g
153.610000000	m:withg
155.668979591	m
156.264988662	b
156.948004535	m:withm
158.034693877	m:withmandg
160.960000000	b
193.625011337	m:withm
195.247006802	b
195.328707482	g
196.280997732	m:withg
198.310521541	m
198.885011337	b
199.638004535	m:withm
200.687006802	g
200.987006802	m:withmandg
202.916009070	g
203.836734693	b
204.296009070	m:withm
205.988004535	g
206.932993197	m:withg
209.069229024	m
209.692993197	b
210.337006802	m
211.358684807	m:withg
214.221995464	b
214.939002267	m:withm
216.551995464	b
216.685374149	g
217.616009070	m:withg
219.705804988	m
220.235011337	b
220.987006802	m:withm
222.068934240	m:withmandg
224.560997732	g
225.185714285	b
225.610000000	m:withm
227.233990929	b
227.321950113	g
228.275011337	m:withg
230.873990929	b
231.686394557	m:withm
232.701927437	m:withmandg
235.401995464	g
236.075374149	b
238.002630385	g
241.206984126	b
243.366439909	g
246.547573696	b
248.662494331	g
251.864943310	b
254.037913832	g
257.344852607	b
259.387936507	g
262.337142857	b
263.951020408	n
265.892380952	e
